Original	Reconstructed	Difference
103.0	103.0	
960.0	960.0	
835.0	835.0	
591.0	591.0	
179.0	179.0	
534.0	534.0	
590.0	590.0	
335.0	335.0	
165.0	165.0	
504.0	504.0	
316.0	316.0	
788.0	788.0	
481.0	481.0	
866.0	866.0	
792.0	792.0	
677.0	677.0	
638.0	638.0	
630.0	630.0	
451.0	451.0	
284.0	284.0	
471.0	471.0	
262.0	262.0	
368.0	368.0	
825.0	825.0	
475.0	475.0	
492.0	492.0	
778.0	778.0	
377.0	377.0	
495.0	495.0	
989.0	989.0	
226.0	226.0	
45.0	45.0	
744.0	744.0	
730.0	730.0	
862.0	862.0	
658.0	658.0	
268.0	268.0	
753.0	753.0	
296.0	296.0	
340.0	340.0	
347.0	347.0	
853.0	853.0	
780.0	780.0	
174.0	174.0	
955.0	955.0	
298.0	298.0	
246.0	246.0	
233.0	233.0	
952.0	952.0	
912.0	912.0	
652.0	652.0	
455.0	455.0	
642.0	642.0	
441.0	441.0	
831.0	831.0	
990.0	990.0	
751.0	751.0	
589.0	589.0	
810.0	810.0	
614.0	614.0	
969.0	969.0	
927.0	927.0	
692.0	692.0	
463.0	463.0	
877.0	877.0	
558.0	558.0	
39.0	39.0	
974.0	974.0	
291.0	291.0	
302.0	302.0	
361.0	361.0	
376.0	376.0	
173.0	173.0	
188.0	188.0	
481.0	481.0	
899.0	899.0	
461.0	463.0	2.0
465.0	463.0	2.0
240.0	240.0	
843.0	843.0	
714.0	714.0	
957.0	957.0	
735.0	735.0	
875.0	875.0	
682.0	682.0	
619.0	619.0	
395.0	395.0	
242.0	242.0	
770.0	770.0	
623.0	623.0	
369.0	369.0	
261.0	261.0	
551.0	551.0	
940.0	940.0	
587.0	587.0	
235.0	235.0	
726.0	726.0	
18.0	18.0	
54.0	54.0	
449.0	449.0	
465.0	465.0	
599.0	599.0	
354.0	354.0	
490.0	490.0	
311.0	311.0	
390.0	390.0	
538.0	538.0	
799.0	799.0	
670.0	670.0	
627.0	627.0	
79.0	79.0	
456.0	456.0	
165.0	165.0	
482.0	482.0	
354.0	354.0	
221.0	221.0	
156.0	156.0	
829.0	829.0	
251.0	251.0	
181.0	181.0	
617.0	617.0	
436.0	436.0	
205.0	205.0	
941.0	941.0	
703.0	703.0	
172.0	172.0	
357.0	357.0	
407.0	407.0	
202.0	202.0	
790.0	790.0	
883.0	883.0	
979.0	979.0	
65.0	65.0	
134.0	134.0	
793.0	793.0	
633.0	633.0	
680.0	680.0	
938.0	938.0	
179.0	179.0	
929.0	929.0	
920.0	920.0	
203.0	203.0	
774.0	774.0	
873.0	873.0	
987.0	987.0	
46.0	46.0	
949.0	949.0	
301.0	301.0	
498.0	498.0	
61.0	61.0	
695.0	695.0	
181.0	181.0	
301.0	302.5	1.5
304.0	302.5	1.5
27.0	27.0	
550.0	550.0	
584.0	584.0	
118.0	118.0	
569.0	570.0	1.0
571.0	570.0	1.0
602.0	602.0	
116.0	116.0	
740.0	740.0	
79.0	79.0	
37.0	37.0	
335.0	335.0	
668.0	668.0	
788.0	788.0	
171.0	171.0	
414.0	414.0	
953.0	953.0	
874.0	874.0	
466.0	466.0	
922.0	922.0	
719.0	719.0	
446.0	446.0	
752.0	752.0	
758.0	758.0	
960.0	960.0	
255.0	255.0	
599.0	599.0	
17.0	17.0	
607.0	607.0	
120.0	120.0	
77.0	77.0	
746.0	746.0	
450.0	450.0	
933.0	933.0	
332.0	332.0	
657.0	657.0	
463.0	463.0	
793.0	793.0	
23.0	23.0	
452.0	452.0	
214.0	214.0	
642.0	642.0	
204.0	204.0	
319.0	319.0	
496.0	496.0	
246.0	246.0	
926.0	926.0	
665.0	665.0	
776.0	776.0	
332.0	332.0	
325.0	325.0	
213.0	213.0	
384.0	384.0	
754.0	754.0	
332.0	332.0	
590.0	590.0	
704.0	704.0	
5.0	5.0	
816.0	816.0	
541.0	541.0	
330.0	330.0	
741.0	741.0	
107.0	107.0	
998.0	998.0	
57.0	57.0	
146.0	146.0	
995.0	995.0	
980.0	980.0	
714.0	714.0	
599.0	599.0	
38.0	38.0	
820.0	820.0	
181.0	181.0	
24.0	24.0	
173.0	173.0	
298.0	298.0	
760.0	760.0	
475.0	475.0	
759.0	759.0	
282.0	282.0	
51.0	51.0	
263.0	263.0	
373.0	373.0	
749.0	749.0	
734.0	734.0	
362.0	362.0	
39.0	39.0	
925.0	925.0	
652.0	652.0	
931.0	931.0	
720.0	720.0	
895.0	895.0	
743.0	743.0	
468.0	468.0	
869.0	869.0	
689.0	689.0	
808.0	808.0	
51.0	51.0	
628.0	628.0	
67.0	67.0	
861.0	861.0	
445.0	445.0	
288.0	288.0	
988.0	988.0	
261.0	261.0	
129.0	129.0	
730.0	730.0	
704.0	704.0	
435.0	435.0	
747.0	747.0	
998.0	998.0	
482.0	482.0	
211.0	211.0	
366.0	366.0	
819.0	819.0	
297.0	297.0	
958.0	958.0	
125.0	125.0	
342.0	342.0	
179.0	179.0	
336.0	336.0	
197.0	197.0	
945.0	945.0	
87.0	87.0	
989.0	989.0	
661.0	661.0	
30.0	30.0	
621.0	621.0	
414.0	414.0	
648.0	648.0	
1000.0	1000.0	
557.0	557.0	
540.0	540.0	
207.0	207.0	
549.0	549.0	
391.0	391.0	
121.0	121.0	
950.0	950.0	
671.0	671.0	
256.0	256.0	
902.0	902.0	
461.0	461.0	
340.0	340.0	
945.0	945.0	
90.0	90.0	
116.0	116.0	
216.0	216.0	
287.0	287.0	
715.0	715.0	
751.0	751.0	
408.0	408.0	
765.0	765.0	
762.0	762.0	
598.0	598.0	
163.0	163.0	
769.0	769.0	
844.0	844.0	
171.0	171.0	
786.0	786.0	
892.0	892.0	
200.0	200.0	
690.0	690.0	
800.0	800.5	0.5
801.0	800.5	0.5
200.0	200.0	
798.0	798.0	
815.0	815.0	
292.0	292.0	
687.0	687.0	
795.0	795.0	
276.0	276.0	
924.0	924.0	
459.0	459.0	
738.0	738.0	
513.0	513.0	
955.0	955.0	
190.0	190.0	
708.0	708.0	
666.0	666.0	
447.0	447.0	
511.0	511.0	
997.0	997.0	
939.0	939.0	
66.0	66.0	
153.0	153.0	
638.0	638.0	
282.0	282.0	
439.0	439.0	
465.0	465.0	
584.0	584.0	
494.0	494.0	
268.0	268.0	
151.0	151.0	
324.0	324.0	
569.0	569.0	
62.0	62.0	
21.0	21.0	
912.0	912.0	
578.0	578.0	
360.0	360.0	
897.0	897.0	
596.0	596.0	
863.0	863.0	
220.0	220.0	
141.0	141.0	
437.0	437.0	
534.0	534.0	
429.0	429.0	
416.0	416.0	
114.0	114.0	
605.0	605.0	
455.0	455.0	
245.0	245.0	
654.0	654.0	
821.0	821.0	
456.0	456.0	
282.0	282.0	
630.0	630.0	
571.0	571.0	
189.0	189.0	
352.0	352.0	
782.0	782.0	
713.0	713.0	
815.0	815.0	
538.0	538.0	
995.0	995.0	
211.0	211.0	
740.0	740.0	
596.0	596.0	
977.0	977.0	
449.0	449.0	
59.0	59.0	
592.0	592.0	
516.0	516.0	
942.0	942.0	
973.0	973.0	
975.0	975.0	
398.0	398.0	
8.0	8.0	
940.0	940.0	
858.0	858.0	
426.0	426.0	
640.0	640.0	
200.0	200.0	
663.0	663.0	
48.0	48.0	
301.0	301.0	
807.0	807.0	
746.0	746.0	
9.0	9.0	
20.0	20.0	
597.0	597.0	
240.0	240.0	
632.0	632.0	
527.0	527.0	
217.0	217.0	
944.0	944.0	
154.0	154.0	
642.0	642.0	
74.0	74.0	
614.0	614.0	
218.0	218.0	
140.0	140.0	
569.0	569.0	
327.0	327.0	
126.0	126.0	
822.0	822.0	
393.0	393.0	
105.0	105.0	
48.0	48.0	
345.0	345.0	
