Original	Reconstructed	Difference
216.0	216.0	
20.0	20.0	
302.0	302.0	
767.0	767.0	
401.0	401.0	
858.0	858.0	
256.0	256.0	
939.0	939.0	
89.0	89.0	
442.0	442.0	
784.0	784.0	
308.0	308.0	
888.0	888.0	
403.0	403.0	
918.0	918.0	
33.0	33.0	
815.0	815.0	
885.0	885.0	
590.0	590.0	
76.0	76.0	
470.0	470.0	
64.0	64.0	
952.0	952.0	
792.0	792.0	
789.0	789.0	
979.0	979.0	
533.0	533.0	
725.0	725.0	
183.0	183.0	
146.0	146.0	
642.0	642.0	
967.0	967.0	
256.0	256.0	
989.0	989.0	
709.0	709.0	
671.0	671.0	
294.0	294.0	
431.0	431.0	
607.0	607.0	
949.0	949.0	
535.0	535.0	
900.0	900.0	
564.0	564.0	
507.0	507.0	
289.0	289.0	
360.0	360.0	
765.0	765.0	
378.0	378.0	
323.0	323.0	
36.0	36.0	
997.0	997.0	
681.0	681.0	
402.0	402.0	
450.0	450.0	
18.0	18.0	
771.0	771.0	
949.0	949.0	
876.0	876.0	
385.0	385.0	
515.0	515.0	
382.0	382.0	
73.0	73.0	
378.0	378.0	
932.0	932.0	
519.0	519.0	
335.0	335.0	
893.0	893.0	
187.0	187.0	
666.0	666.0	
77.0	77.0	
988.0	988.0	
858.0	858.0	
376.0	376.0	
530.0	530.0	
269.0	269.0	
888.0	888.0	
26.0	26.0	
477.0	477.0	
891.0	891.0	
865.0	865.0	
448.0	448.0	
236.0	236.0	
970.0	970.0	
994.0	994.0	
612.0	612.0	
560.0	560.0	
752.0	752.0	
640.0	640.0	
830.0	830.0	
417.0	417.0	
662.0	662.0	
550.0	550.0	
428.0	428.0	
111.0	111.0	
67.0	67.0	
675.0	675.0	
255.0	255.0	
196.0	196.0	
510.0	510.0	
368.0	368.0	
815.0	815.0	
886.0	886.0	
696.0	696.0	
328.0	328.0	
272.0	272.0	
508.0	508.0	
529.0	529.0	
183.0	183.0	
301.0	301.0	
362.0	362.0	
213.0	213.0	
864.0	864.0	
110.0	110.0	
648.0	648.0	
385.0	385.0	
990.0	990.0	
191.0	191.0	
646.0	646.0	
893.0	893.0	
943.0	943.0	
400.0	400.0	
601.0	601.0	
553.0	553.0	
421.0	421.0	
631.0	632.0	1.0
633.0	632.0	1.0
716.0	716.0	
276.0	276.0	
774.0	774.0	
996.0	996.0	
135.0	135.0	
504.0	504.0	
220.0	220.0	
87.0	87.0	
526.0	526.0	
0.0	0.0	
868.0	868.0	
235.0	235.0	
230.0	225.0	5.0
220.0	225.0	5.0
44.0	44.0	
754.0	754.0	
755.0	755.0	
924.0	924.0	
925.0	925.0	
38.0	38.0	
516.0	516.0	
589.0	589.0	
50.0	50.0	
216.0	216.0	
2.0	2.0	
482.0	482.0	
408.0	408.0	
670.0	670.0	
669.0	669.0	
765.0	765.0	
254.0	254.0	
481.0	481.0	
265.0	265.0	
705.0	705.0	
211.0	211.0	
827.0	827.0	
291.0	291.0	
205.0	205.0	
795.0	795.0	
468.0	468.0	
511.0	511.0	
425.0	425.0	
759.0	759.0	
471.0	471.0	
249.0	249.0	
909.0	909.0	
11.0	11.0	
795.0	795.0	
870.0	870.0	
614.0	614.0	
115.0	115.0	
826.0	826.0	
275.0	275.0	
447.0	447.0	
202.0	202.0	
513.0	513.0	
85.0	85.0	
629.0	629.0	
579.0	579.0	
919.0	919.0	
170.0	170.0	
125.0	125.0	
882.0	882.0	
944.0	944.0	
776.0	776.0	
941.0	941.0	
134.0	134.0	
641.0	641.0	
733.0	733.0	
89.0	89.0	
186.0	186.0	
104.0	104.0	
817.0	817.0	
874.0	874.0	
809.0	809.0	
197.0	197.0	
129.0	129.0	
745.0	745.0	
61.0	61.0	
283.0	283.0	
352.0	352.0	
779.0	779.0	
926.0	926.0	
157.0	157.0	
537.0	537.0	
450.0	450.0	
737.0	737.0	
251.0	251.0	
819.0	819.0	
843.0	843.0	
845.0	845.0	
801.0	801.0	
509.0	509.0	
540.0	540.0	
4.0	4.0	
609.0	609.0	
954.0	954.0	
363.0	363.0	
853.0	853.0	
760.0	760.0	
728.0	728.0	
444.0	444.0	
41.0	41.0	
742.0	742.0	
357.0	357.0	
886.0	886.0	
703.0	703.0	
318.0	318.0	
192.0	192.0	
865.0	865.0	
394.0	394.0	
198.0	198.0	
217.0	217.0	
352.0	352.0	
706.0	706.0	
770.0	770.0	
907.0	907.0	
693.0	693.0	
53.0	53.0	
910.0	910.0	
457.0	457.0	
513.0	513.0	
30.0	30.0	
49.0	49.0	
915.0	915.0	
131.0	131.0	
69.0	69.0	
252.0	252.0	
699.0	699.0	
276.0	276.0	
743.0	743.0	
514.0	514.0	
639.0	639.0	
423.0	423.0	
754.0	754.0	
797.0	797.0	
510.0	510.0	
298.0	298.0	
230.0	230.0	
77.0	77.0	
714.0	714.0	
234.0	234.0	
433.0	433.0	
135.0	135.0	
421.0	421.0	
302.0	302.0	
595.0	595.0	
892.0	892.0	
73.0	73.0	
538.0	538.0	
510.0	510.0	
748.0	748.0	
936.0	936.0	
850.0	850.0	
537.0	537.0	
790.0	790.0	
813.0	813.0	
345.0	345.0	
122.0	122.0	
511.0	511.0	
906.0	906.0	
516.0	516.0	
317.0	317.0	
966.0	966.0	
433.0	433.0	
852.0	852.0	
339.0	339.0	
845.0	845.0	
320.0	320.0	
16.0	16.0	
586.0	586.0	
675.0	675.0	
549.0	549.0	
908.0	908.0	
184.0	184.0	
815.0	815.0	
500.0	500.0	
823.0	823.0	
673.0	673.0	
420.0	420.0	
269.0	269.0	
645.0	645.0	
38.0	38.0	
859.0	859.0	
194.0	194.0	
252.0	252.0	
771.0	771.0	
271.0	271.0	
935.0	935.0	
378.0	378.0	
393.0	393.0	
393.0	393.0	
996.0	996.0	
223.0	223.0	
563.0	563.0	
676.0	676.0	
20.0	20.0	
897.0	897.0	
52.0	52.0	
873.0	873.0	
414.0	414.0	
39.0	39.0	
780.0	780.0	
28.0	28.0	
401.0	401.0	
262.0	262.0	
758.0	758.0	
421.0	421.0	
754.0	754.0	
401.0	401.0	
781.0	781.0	
845.0	845.0	
692.0	692.0	
867.0	867.0	
153.0	153.0	
998.0	998.0	
20.0	20.0	
199.0	199.0	
836.0	836.0	
197.0	197.0	
321.0	321.0	
792.0	792.0	
618.0	618.0	
913.0	913.0	
764.0	764.0	
318.0	318.0	
785.0	785.0	
359.0	359.0	
722.0	722.0	
417.0	417.0	
187.0	187.0	
889.0	889.0	
104.0	104.0	
544.0	544.0	
932.0	932.0	
585.0	585.0	
677.0	678.5	1.5
680.0	678.5	1.5
887.0	887.0	
61.0	61.0	
352.0	349.0	3.0
346.0	349.0	3.0
691.0	691.0	
781.0	781.0	
630.0	630.0	
510.0	510.0	
317.0	317.0	
152.0	152.0	
390.0	390.0	
463.0	463.0	
944.0	944.0	
165.0	165.0	
597.0	597.0	
363.0	363.0	
406.0	406.0	
121.0	121.0	
956.0	956.0	
973.0	973.0	
299.0	299.0	
56.0	56.0	
426.0	426.0	
138.0	138.0	
773.0	773.0	
322.0	322.0	
11.0	11.0	
327.0	327.0	
296.0	296.0	
28.0	28.0	
863.0	863.0	
211.0	211.0	
134.0	134.0	
811.0	811.0	
332.0	332.0	
812.0	812.0	
893.0	893.0	
165.0	165.0	
786.0	786.0	
944.0	944.0	
72.0	72.0	
244.0	244.0	
43.0	43.0	
592.0	592.0	
522.0	522.0	
325.0	325.0	
280.0	280.0	
793.0	793.0	
