Original	Reconstructed	Difference
434.0	434.0	
41.0	41.0	
350.0	350.0	
507.0	507.0	
177.0	177.0	
820.0	820.0	
539.0	539.0	
345.0	345.0	
97.0	89.5	7.5
82.0	89.5	7.5
783.0	768.5	14.5
754.0	768.5	14.5
300.0	300.0	
46.0	46.0	
912.0	912.0	
197.0	197.0	
744.0	744.0	
298.0	298.0	
745.0	745.0	
82.0	82.0	
416.0	416.0	
372.0	372.0	
622.0	622.0	
924.0	924.0	
295.0	295.0	
396.0	396.0	
115.0	115.0	
6.0	6.0	
531.0	531.0	
401.0	401.0	
757.0	757.0	
617.0	617.0	
303.0	308.5	5.5
314.0	308.5	5.5
354.0	354.0	
154.0	154.0	
865.0	865.0	
991.0	991.0	
878.0	878.0	
488.0	488.0	
385.0	384.5	0.5
384.0	384.5	0.5
236.0	236.0	
414.0	414.0	
265.0	265.0	
528.0	528.0	
615.0	615.0	
181.0	181.0	
428.0	428.0	
114.0	114.0	
901.0	901.0	
306.0	306.0	
59.0	59.0	
233.0	233.0	
340.0	340.0	
713.0	713.0	
813.0	813.0	
249.0	249.0	
849.0	849.0	
192.0	192.0	
817.0	817.0	
685.0	685.0	
393.0	393.0	
310.0	310.0	
775.0	775.0	
916.0	916.0	
127.0	125.0	2.0
123.0	125.0	2.0
614.0	614.0	
12.0	12.0	
287.0	287.0	
904.0	904.0	
9.0	9.0	
944.0	944.0	
567.0	567.0	
38.0	38.0	
151.0	146.0	5.0
141.0	146.0	5.0
659.0	659.0	
218.0	218.0	
169.0	169.0	
429.0	429.0	
215.0	215.0	
923.0	923.0	
3.0	3.0	
427.0	427.0	
738.0	738.0	
640.0	640.0	
640.0	640.0	
161.0	161.0	
622.0	622.0	
772.0	772.0	
437.0	437.0	
604.0	604.0	
934.0	934.0	
992.0	992.0	
998.0	998.0	
295.0	295.0	
157.0	157.0	
691.0	691.0	
274.0	274.0	
26.0	26.0	
322.0	322.0	
570.0	570.0	
880.0	880.0	
726.0	726.0	
892.0	892.0	
717.0	717.0	
531.0	531.0	
309.0	309.0	
448.0	448.0	
378.0	378.0	
472.0	472.0	
682.0	682.0	
269.0	269.0	
795.0	795.0	
525.0	525.0	
341.0	341.0	
721.0	721.0	
795.0	795.0	
762.0	758.5	3.5
755.0	758.5	3.5
893.0	893.0	
741.0	741.0	
805.0	805.0	
679.0	679.0	
395.0	395.0	
298.0	298.0	
735.0	735.0	
660.0	660.0	
27.0	27.0	
699.0	699.0	
814.0	814.0	
14.0	14.0	
585.0	585.0	
840.0	840.0	
983.0	983.0	
735.0	735.0	
908.0	908.0	
215.0	215.0	
108.0	108.0	
160.0	160.0	
682.0	682.0	
281.0	281.0	
310.0	326.5	16.5
343.0	326.5	16.5
967.0	967.0	
346.0	346.0	
39.0	39.0	
624.0	624.0	
909.0	913.0	4.0
917.0	913.0	4.0
93.0	93.0	
235.0	235.0	
42.0	42.0	
392.0	392.0	
429.0	429.0	
249.0	249.0	
409.0	409.0	
11.0	11.0	
983.0	983.0	
788.0	788.0	
36.0	36.0	
988.0	988.0	
608.0	608.0	
540.0	540.0	
455.0	455.0	
874.0	874.0	
770.0	770.0	
267.0	267.0	
520.0	520.0	
895.0	895.0	
64.0	64.0	
170.0	170.0	
741.0	741.0	
499.0	499.0	
789.0	789.0	
302.0	302.0	
65.0	65.0	
220.0	220.0	
832.0	832.0	
456.0	456.0	
33.0	33.0	
767.0	767.0	
935.0	935.0	
110.0	110.0	
697.0	697.0	
497.0	497.0	
754.0	754.0	
193.0	193.0	
481.0	467.0	14.0
453.0	467.0	14.0
530.0	530.0	
756.0	756.0	
943.0	943.0	
208.0	208.0	
159.0	159.0	
587.0	587.0	
165.0	165.0	
379.0	379.0	
645.0	645.0	
802.0	802.0	
772.0	772.0	
504.0	504.0	
481.0	481.0	
89.0	89.0	
330.0	330.0	
507.0	507.0	
423.0	413.5	9.5
404.0	413.5	9.5
596.0	596.0	
811.0	811.0	
635.0	635.0	
792.0	792.0	
669.0	669.0	
867.0	867.0	
864.0	864.0	
597.0	597.0	
649.0	649.0	
148.0	148.0	
352.0	352.0	
677.0	677.0	
702.0	702.0	
271.0	271.0	
355.0	355.0	
148.0	148.0	
4.0	4.0	
821.0	821.0	
54.0	54.0	
148.0	148.0	
710.0	713.5	3.5
717.0	713.5	3.5
750.0	750.0	
345.0	345.0	
28.0	28.0	
803.0	803.0	
497.0	497.0	
723.0	723.0	
581.0	581.0	
535.0	535.0	
969.0	969.0	
874.0	874.0	
240.0	240.0	
93.0	93.0	
191.0	191.0	
104.0	104.0	
56.0	56.0	
530.0	530.0	
364.0	364.0	
953.0	953.0	
473.0	465.0	8.0
457.0	465.0	8.0
279.0	279.0	
849.0	849.0	
678.0	678.0	
318.0	318.0	
511.0	511.0	
927.0	927.0	
191.0	191.0	
612.0	612.0	
552.0	552.0	
231.0	231.0	
321.0	321.0	
939.0	939.0	
389.0	389.0	
626.0	626.0	
253.0	253.0	
767.0	767.0	
754.0	754.0	
312.0	312.0	
382.0	378.0	4.0
374.0	378.0	4.0
792.0	792.0	
635.0	635.0	
659.0	659.0	
340.0	340.0	
897.0	897.0	
460.0	460.0	
483.0	483.0	
388.0	388.0	
89.0	89.0	
897.0	897.0	
50.0	50.0	
882.0	882.0	
175.0	175.0	
655.0	655.0	
587.0	587.0	
45.0	45.0	
294.0	294.0	
4.0	4.0	
184.0	184.0	
704.0	704.0	
867.0	867.0	
218.0	218.0	
971.0	971.0	
823.0	823.0	
220.0	220.0	
315.0	315.0	
898.0	898.0	
623.0	623.0	
82.0	82.0	
892.0	892.0	
560.0	560.0	
443.0	443.0	
998.0	998.0	
302.0	302.0	
947.0	947.0	
595.0	595.0	
407.0	407.0	
261.0	261.0	
596.0	596.0	
923.0	923.0	
1.0	1.0	
352.0	352.0	
955.0	955.0	
407.0	407.0	
316.0	316.0	
398.0	398.0	
278.0	278.0	
573.0	573.0	
500.0	500.0	
906.0	906.0	
899.0	899.0	
821.0	821.0	
224.0	224.0	
466.0	466.0	
703.0	703.0	
773.0	773.0	
140.0	140.0	
896.0	896.0	
389.0	389.0	
100.0	100.0	
27.0	27.0	
931.0	931.0	
204.0	204.0	
667.0	667.0	
475.0	475.0	
730.0	730.0	
241.0	241.0	
414.0	414.0	
803.0	803.0	
763.0	763.0	
990.0	978.5	11.5
967.0	978.5	11.5
738.0	738.0	
693.0	693.0	
261.0	261.0	
640.0	640.0	
663.0	663.0	
882.0	882.0	
585.0	585.0	
25.0	25.0	
553.0	553.0	
850.0	850.0	
870.0	870.0	
973.0	973.0	
723.0	712.5	10.5
702.0	712.5	10.5
660.0	660.0	
459.0	459.0	
898.0	898.0	
310.0	310.0	
107.0	107.0	
1.0	1.0	
481.0	481.0	
718.0	718.0	
886.0	886.0	
15.0	15.0	
48.0	48.0	
858.0	858.0	
724.0	724.0	
539.0	539.0	
288.0	288.0	
572.0	572.0	
500.0	500.0	
147.0	147.0	
38.0	38.0	
642.0	642.0	
208.0	208.0	
911.0	911.0	
287.0	299.0	12.0
311.0	299.0	12.0
718.0	718.0	
323.0	323.0	
167.0	167.0	
975.0	975.0	
336.0	336.0	
444.0	444.0	
110.0	110.0	
205.0	205.0	
583.0	583.0	
55.0	55.0	
148.0	148.0	
927.0	927.0	
886.0	886.0	
562.0	562.0	
851.0	851.0	
210.0	210.0	
575.0	575.0	
882.0	882.0	
78.0	78.0	
863.0	863.0	
562.0	562.0	
630.0	630.0	
790.0	790.0	
894.0	894.0	
110.0	110.0	
311.0	311.0	
596.0	596.0	
937.0	937.0	
782.0	782.0	
572.0	572.0	
499.0	499.0	
553.0	553.0	
777.0	777.0	
878.0	878.0	
67.0	67.0	
608.0	608.0	
759.0	759.0	
831.0	831.0	
393.0	393.0	
872.0	872.0	
147.0	147.0	
622.0	622.0	
26.0	26.0	
683.0	683.0	
979.0	979.0	
873.0	873.0	
464.0	464.0	
574.0	574.0	
80.0	80.0	
328.0	328.0	
464.0	464.0	
8.0	8.0	
709.0	709.0	
542.0	542.0	
907.0	907.0	
95.0	95.0	
37.0	20.0	17.0
3.0	20.0	17.0
801.0	801.0	
681.0	681.0	
650.0	650.0	
1000.0	1000.0	
526.0	515.5	10.5
505.0	515.5	10.5
546.0	546.0	
342.0	342.0	
265.0	265.0	
602.0	602.0	
266.0	266.0	
851.0	851.0	
486.0	486.0	
638.0	638.0	
471.0	471.0	
674.0	674.0	
482.0	482.0	
259.0	259.0	
499.0	499.0	
973.0	973.0	
859.0	859.0	
443.0	443.0	
198.0	198.0	
68.0	68.0	
289.0	289.0	
208.0	208.0	
711.0	711.0	
309.0	309.0	
787.0	787.0	
599.0	599.0	
704.0	704.0	
776.0	776.0	
116.0	116.0	
305.0	305.0	
181.0	181.0	
602.0	602.0	
731.0	745.0	14.0
759.0	745.0	14.0
889.0	889.0	
548.0	548.0	
623.0	623.0	
990.0	990.0	
537.0	537.0	
963.0	963.0	
7.0	7.0	
409.0	409.0	
240.0	240.0	
380.0	380.0	
317.0	317.0	
148.0	148.0	
404.0	404.0	
902.0	902.0	
383.0	383.0	
721.0	721.0	
645.0	645.0	
369.0	369.0	
740.0	740.0	
862.0	862.0	
163.0	163.0	
428.0	428.0	
567.0	567.0	
492.0	492.0	
492.0	492.0	
390.0	390.0	
674.0	674.0	
526.0	526.0	
989.0	989.0	
276.0	276.0	
173.0	173.0	
890.0	890.0	
528.0	528.0	
138.0	138.0	
534.0	534.0	
670.0	670.0	
465.0	465.0	
150.0	150.0	
459.0	459.0	
357.0	357.0	
909.0	909.0	
24.0	24.0	
468.0	468.0	
641.0	641.0	
19.0	19.0	
446.0	446.0	
272.0	272.0	
940.0	940.0	
744.0	744.0	
27.0	27.0	
783.0	783.0	
405.0	405.0	
203.0	203.0	
802.0	802.0	
998.0	998.0	
690.0	690.0	
277.0	277.0	
735.0	735.0	
79.0	79.0	
788.0	788.0	
398.0	398.0	
885.0	885.0	
221.0	221.0	
822.0	822.0	
338.0	338.0	
691.0	691.0	
871.0	871.0	
544.0	544.0	
56.0	56.0	
904.0	904.0	
574.0	582.5	8.5
591.0	582.5	8.5
548.0	548.0	
946.0	946.0	
350.0	350.0	
785.0	785.0	
198.0	213.0	15.0
228.0	213.0	15.0
101.0	101.0	
413.0	413.0	
925.0	925.0	
430.0	430.0	
844.0	844.0	
7.0	7.0	
93.0	93.0	
500.0	500.0	
255.0	255.0	
831.0	831.0	
