Original	Reconstructed	Difference
265.0	265.0	
191.0	191.0	
314.0	312.0	2.0
310.0	312.0	2.0
144.0	144.0	
11.0	11.0	
860.0	860.0	
966.0	966.0	
487.0	487.0	
858.0	858.0	
572.0	572.0	
901.0	901.0	
495.0	495.0	
920.0	920.0	
847.0	847.0	
715.0	715.0	
356.0	356.0	
220.0	220.0	
412.0	412.0	
802.0	802.0	
344.0	344.0	
930.0	930.0	
737.0	737.0	
633.0	633.0	
308.0	308.0	
117.0	117.0	
848.0	848.0	
972.0	972.0	
490.0	490.0	
288.0	288.0	
281.0	281.0	
6.0	6.0	
828.0	828.0	
249.0	249.0	
410.0	410.0	
69.0	69.0	
801.0	801.0	
934.0	934.0	
813.0	813.0	
758.0	758.0	
708.0	708.0	
148.0	148.0	
199.0	199.0	
574.0	574.0	
684.0	684.0	
850.0	850.0	
284.0	284.0	
468.0	468.0	
776.0	776.0	
464.0	464.0	
16.0	16.0	
435.0	435.0	
489.0	489.0	
655.0	655.0	
943.0	943.0	
206.0	206.0	
731.0	731.0	
640.0	640.0	
589.0	589.0	
935.0	935.0	
115.0	115.0	
940.0	940.0	
729.0	729.0	
451.0	451.0	
623.0	623.0	
890.0	890.0	
451.0	451.0	
839.0	839.0	
77.0	77.0	
292.0	292.0	
909.0	909.0	
463.0	463.0	
820.0	820.0	
658.0	658.0	
92.0	92.0	
271.0	271.0	
578.0	578.0	
961.0	961.0	
211.0	211.0	
113.0	113.0	
59.0	59.0	
255.0	255.0	
438.0	438.0	
86.0	86.0	
470.0	470.0	
691.0	691.0	
66.0	66.0	
387.0	387.0	
847.0	847.0	
677.0	677.0	
557.0	557.0	
743.0	743.0	
629.0	629.0	
40.0	40.0	
518.0	518.0	
742.0	742.0	
207.0	207.0	
588.0	588.0	
763.0	763.0	
976.0	976.0	
238.0	238.0	
443.0	443.0	
355.0	355.0	
958.0	958.0	
854.0	856.0	2.0
858.0	856.0	2.0
129.0	129.0	
735.0	735.0	
30.0	30.0	
982.0	982.0	
575.0	575.0	
967.0	967.0	
600.0	600.0	
263.0	263.0	
494.0	494.0	
548.0	548.0	
10.0	10.0	
828.0	828.0	
169.0	169.0	
287.0	287.0	
830.0	830.0	
540.0	540.0	
531.0	531.0	
690.0	690.0	
942.0	942.0	
113.0	113.0	
275.0	275.0	
178.0	178.0	
679.0	679.0	
722.0	722.0	
76.0	76.0	
766.0	766.0	
415.0	415.0	
917.0	917.0	
560.0	560.0	
401.0	401.0	
196.0	191.0	5.0
186.0	191.0	5.0
598.0	598.0	
934.0	934.0	
164.0	164.0	
521.0	521.0	
577.0	577.0	
454.0	454.0	
844.0	844.0	
302.0	302.0	
457.0	457.0	
220.0	220.0	
711.0	711.0	
158.0	158.0	
231.0	231.0	
19.0	19.0	
771.0	771.0	
850.0	850.0	
314.0	314.0	
453.0	453.0	
352.0	352.0	
550.0	550.0	
643.0	643.0	
326.0	326.0	
370.0	370.0	
890.0	890.0	
922.0	922.0	
392.0	392.0	
674.0	674.0	
825.0	825.0	
395.0	395.0	
220.0	220.0	
877.0	877.0	
612.0	612.0	
154.0	154.0	
573.0	573.0	
515.0	515.0	
80.0	80.0	
25.0	25.0	
524.0	524.0	
54.0	54.0	
753.0	753.0	
593.0	593.0	
195.0	195.0	
572.0	572.0	
308.0	308.0	
606.0	606.0	
639.0	639.0	
166.0	166.0	
393.0	393.0	
627.0	627.0	
373.0	373.0	
333.0	333.0	
67.0	67.0	
920.0	923.0	3.0
926.0	923.0	3.0
854.0	854.0	
989.0	989.0	
902.0	902.0	
629.0	629.0	
173.0	173.0	
567.0	567.0	
829.0	829.0	
202.0	202.0	
549.0	551.0	2.0
553.0	551.0	2.0
318.0	318.0	
830.0	830.0	
474.0	474.0	
216.0	216.0	
434.0	434.0	
971.0	971.0	
530.0	530.0	
296.0	296.0	
929.0	929.0	
971.0	971.0	
377.0	377.0	
546.0	546.0	
490.0	490.0	
973.0	973.0	
776.0	776.0	
895.0	895.0	
665.0	665.0	
286.0	286.0	
944.0	944.0	
901.0	901.0	
739.0	739.0	
582.0	582.0	
685.0	685.0	
881.0	881.0	
498.0	498.0	
969.0	969.0	
277.0	277.0	
690.0	690.0	
14.0	14.0	
395.0	395.0	
709.0	709.0	
308.0	308.0	
751.0	751.0	
393.0	393.0	
677.0	677.0	
827.0	827.0	
374.0	374.0	
703.0	703.0	
704.0	704.0	
343.0	343.0	
677.0	677.0	
395.0	395.0	
774.0	774.0	
987.0	987.0	
568.0	568.5	0.5
569.0	568.5	0.5
289.0	289.0	
605.0	605.0	
394.0	394.0	
460.0	460.0	
676.0	676.0	
549.0	549.0	
222.0	222.0	
460.0	460.0	
511.0	511.0	
963.0	963.0	
198.0	198.0	
906.0	906.0	
752.0	752.0	
849.0	849.0	
487.0	487.0	
393.0	393.0	
382.0	382.0	
912.0	912.0	
970.0	970.0	
527.0	527.0	
665.0	665.0	
914.0	914.0	
406.0	406.0	
111.0	111.0	
695.0	695.0	
969.0	969.0	
514.0	514.0	
165.0	165.0	
451.0	451.0	
385.0	385.0	
505.0	505.0	
597.0	597.0	
861.0	861.0	
900.0	900.0	
155.0	155.0	
702.0	702.0	
686.0	686.0	
492.0	492.0	
274.0	274.0	
114.0	114.0	
478.0	478.0	
224.0	224.0	
698.0	698.0	
767.0	767.0	
555.0	555.0	
717.0	717.0	
864.0	864.0	
721.0	721.0	
138.0	138.0	
587.0	587.0	
480.0	480.0	
592.0	592.0	
433.0	433.0	
451.0	451.0	
409.0	409.0	
137.0	137.0	
382.0	382.0	
422.0	422.0	
989.0	989.0	
751.0	751.0	
249.0	249.0	
335.0	335.0	
976.0	976.0	
74.0	74.0	
150.0	150.0	
41.0	41.0	
524.0	524.0	
931.0	931.0	
429.0	429.0	
722.0	722.0	
336.0	336.0	
285.0	285.0	
762.0	762.0	
546.0	546.0	
404.0	404.0	
670.0	670.0	
232.0	232.0	
73.0	73.0	
369.0	369.0	
47.0	47.0	
744.0	744.0	
280.0	280.0	
85.0	85.0	
942.0	942.0	
548.0	548.0	
858.0	858.0	
601.0	601.0	
492.0	492.0	
778.0	778.0	
151.0	151.0	
601.0	601.0	
331.0	331.0	
816.0	816.0	
865.0	865.0	
803.0	803.0	
591.0	591.0	
137.0	137.0	
301.0	301.0	
39.0	39.0	
84.0	84.0	
262.0	262.0	
598.0	598.0	
457.0	457.0	
134.0	134.0	
432.0	432.0	
313.0	313.0	
656.0	656.0	
460.0	460.0	
16.0	16.0	
809.0	809.0	
682.0	682.0	
605.0	605.0	
186.0	186.0	
688.0	688.0	
947.0	947.0	
484.0	484.0	
529.0	529.0	
490.0	490.0	
69.0	69.0	
962.0	962.0	
765.0	765.0	
708.0	708.0	
607.0	607.0	
259.0	259.0	
325.0	332.0	7.0
339.0	332.0	7.0
293.0	289.0	4.0
285.0	289.0	4.0
154.0	154.0	
959.0	959.0	
571.0	571.0	
528.0	528.0	
319.0	319.0	
681.0	681.0	
296.0	296.0	
709.0	709.0	
435.0	435.0	
693.0	693.0	
672.0	672.0	
269.0	269.0	
826.0	826.0	
102.0	102.0	
462.0	462.0	
373.0	373.0	
71.0	71.0	
731.0	731.0	
914.0	915.5	1.5
917.0	915.5	1.5
675.0	675.0	
346.0	346.0	
97.0	97.0	
330.0	330.0	
18.0	18.0	
406.0	406.0	
342.0	342.0	
863.0	863.0	
520.0	520.0	
304.0	304.0	
768.0	768.0	
24.0	24.0	
984.0	984.0	
761.0	761.0	
475.0	475.0	
224.0	224.0	
560.0	560.0	
363.0	363.0	
54.0	54.0	
826.0	826.0	
950.0	950.0	
265.0	265.0	
570.0	570.0	
488.0	488.0	
433.0	433.0	
971.0	971.0	
999.0	999.0	
548.0	548.0	
674.0	674.0	
767.0	767.0	
42.0	42.0	
120.0	120.0	
126.0	126.0	
736.0	736.0	
235.0	235.0	
955.0	955.0	
878.0	878.0	
906.0	906.0	
584.0	584.0	
77.0	77.0	
102.0	102.0	
199.0	199.0	
847.0	847.0	
699.0	699.0	
883.0	879.0	4.0
875.0	879.0	4.0
735.0	735.0	
340.0	340.0	
16.0	9.5	6.5
3.0	9.5	6.5
616.0	616.0	
825.0	825.0	
726.0	726.0	
910.0	910.0	
139.0	139.0	
303.0	303.0	
957.0	957.0	
180.0	180.0	
198.0	198.0	
796.0	796.0	
393.0	393.0	
660.0	660.0	
156.0	156.0	
438.0	438.0	
287.0	287.0	
873.0	873.0	
334.0	334.0	
572.0	572.0	
810.0	806.5	3.5
803.0	806.5	3.5
111.0	111.0	
171.0	171.0	
534.0	534.0	
2.0	2.0	
284.0	284.0	
756.0	756.0	
123.0	123.0	
721.0	721.0	
389.0	389.0	
266.0	266.0	
40.0	40.0	
583.0	583.0	
766.0	766.0	
539.0	539.0	
557.0	557.0	
946.0	946.0	
91.0	91.0	
619.0	619.0	
309.0	309.0	
58.0	58.0	
412.0	412.0	
496.0	496.0	
321.0	321.0	
354.0	354.0	
182.0	182.0	
743.0	743.0	
781.0	781.0	
988.0	988.0	
884.0	884.0	
654.0	654.0	
892.0	892.0	
1.0	1.0	
224.0	224.0	
286.0	286.0	
562.0	562.0	
614.0	614.0	
877.0	877.0	
136.0	136.0	
705.0	705.0	
532.0	532.0	
635.0	635.0	
374.0	374.0	
486.0	486.0	
640.0	640.0	
726.0	726.0	
183.0	183.0	
94.0	94.0	
527.0	527.0	
924.0	924.0	
127.0	127.0	
577.0	577.0	
400.0	400.0	
331.0	331.0	
266.0	266.0	
862.0	862.0	
727.0	727.0	
574.0	574.0	
193.0	193.0	
223.0	223.0	
193.0	193.0	
427.0	427.0	
902.0	902.0	
800.0	800.0	
821.0	821.0	
24.0	24.0	
1.0	1.0	
392.0	392.0	
256.0	256.0	
961.0	961.0	
739.0	739.0	
247.0	247.0	
920.0	920.0	
749.0	749.0	
333.0	333.0	
114.0	114.0	
385.0	385.0	
270.0	270.0	
374.0	374.0	
354.0	354.0	
135.0	135.0	
680.0	680.0	
171.0	171.0	
137.0	137.0	
673.0	673.0	
482.0	482.0	
532.0	532.0	
602.0	602.0	
234.0	234.0	
213.0	213.0	
250.0	250.0	
643.0	643.0	
27.0	27.0	
716.0	716.0	
581.0	581.0	
661.0	661.0	
796.0	796.0	
451.0	451.0	
204.0	204.0	
143.0	143.0	
701.0	701.0	
951.0	951.0	
280.0	280.0	
840.0	840.0	
395.0	395.0	
815.0	815.0	
162.0	162.0	
331.0	331.0	
419.0	419.0	
116.0	116.0	
596.0	596.0	
618.0	618.0	
784.0	784.0	
197.0	197.0	
518.0	518.0	
974.0	974.0	
142.0	142.0	
713.0	713.0	
92.0	92.0	
457.0	462.0	5.0
467.0	462.0	5.0
382.0	382.0	
31.0	31.0	
41.0	41.0	
983.0	983.0	
785.0	785.0	
144.0	144.0	
766.0	766.0	
660.0	660.0	
422.0	422.0	
811.0	811.0	
402.0	402.0	
273.0	273.0	
784.0	784.0	
135.0	135.0	
956.0	956.0	
224.0	224.0	
400.0	400.0	
2.0	2.0	
7.0	7.0	
391.0	391.0	
547.0	547.0	
770.0	770.0	
218.0	218.0	
459.0	459.0	
791.0	791.0	
148.0	148.0	
672.0	672.0	
887.0	887.0	
390.0	390.0	
110.0	110.0	
816.0	816.0	
394.0	394.0	
107.0	107.0	
995.0	995.0	
521.0	521.0	
349.0	349.0	
112.0	112.0	
272.0	272.0	
583.0	579.0	4.0
575.0	579.0	4.0
72.0	72.0	
565.0	565.0	
54.0	54.0	
656.0	656.0	
239.0	239.0	
10.0	10.0	
282.0	282.0	
42.0	42.0	
371.0	377.5	6.5
384.0	377.5	6.5
414.0	414.0	
628.0	628.0	
127.0	127.0	
554.0	554.0	
925.0	925.0	
537.0	537.0	
405.0	405.0	
19.0	19.0	
377.0	377.0	
334.0	334.0	
53.0	53.0	
432.0	432.0	
117.0	117.0	
480.0	480.0	
64.0	64.0	
929.0	929.0	
839.0	839.0	
306.0	306.0	
300.0	300.0	
770.0	770.0	
850.0	850.0	
106.0	106.0	
298.0	298.0	
249.0	249.0	
358.0	358.0	
928.0	928.0	
759.0	759.0	
791.0	791.0	
944.0	944.0	
629.0	629.0	
900.0	900.0	
597.0	597.0	
266.0	266.0	
616.0	616.0	
310.0	310.0	
816.0	816.0	
750.0	750.0	
782.0	782.0	
976.0	976.0	
250.0	250.0	
75.0	75.0	
782.0	782.0	
690.0	686.5	3.5
683.0	686.5	3.5
541.0	541.0	
54.0	54.0	
996.0	996.0	
668.0	668.0	
627.0	627.0	
819.0	819.0	
140.0	140.0	
325.0	325.0	
543.0	543.0	
675.0	675.0	
342.0	342.0	
87.0	87.0	
4.0	4.0	
224.0	224.0	
70.0	70.0	
269.0	269.0	
634.0	634.0	
401.0	401.0	
470.0	470.0	
288.0	288.0	
1.0	1.0	
244.0	244.0	
875.0	875.0	
581.0	581.0	
752.0	752.0	
941.0	941.0	
259.0	259.0	
167.0	167.0	
889.0	889.0	
479.0	479.0	
982.0	982.0	
498.0	498.0	
547.0	547.0	
827.0	827.0	
972.0	972.0	
739.0	739.0	
752.0	752.0	
28.0	28.0	
524.0	524.0	
628.0	628.0	
83.0	83.0	
941.0	941.0	
363.0	363.0	
89.0	89.0	
251.0	251.0	
493.0	493.0	
496.0	496.0	
239.0	239.0	
190.0	190.0	
221.0	221.0	
737.0	737.0	
58.0	58.0	
329.0	329.0	
741.0	741.0	
854.0	854.0	
989.0	989.0	
387.0	387.0	
600.0	600.0	
663.0	663.0	
924.0	924.0	
767.0	767.0	
586.0	586.0	
268.0	268.0	
537.0	537.0	
28.0	28.0	
536.0	536.0	
63.0	63.0	
703.0	703.0	
73.0	65.0	8.0
57.0	65.0	8.0
120.0	120.0	
572.0	572.0	
929.0	929.0	
22.0	22.0	
25.0	25.0	
231.0	231.0	
413.0	413.0	
87.0	87.0	
668.0	668.0	
535.0	535.0	
184.0	184.0	
865.0	865.0	
220.0	220.0	
605.0	605.0	
719.0	719.0	
222.0	222.0	
482.0	482.0	
48.0	48.0	
529.0	529.0	
761.0	761.0	
880.0	880.0	
680.0	680.0	
932.0	932.0	
957.0	957.0	
400.0	400.0	
767.0	767.0	
991.0	991.0	
457.0	457.0	
653.0	653.0	
589.0	589.0	
364.0	364.0	
251.0	251.0	
729.0	729.0	
901.0	901.0	
21.0	21.0	
454.0	454.0	
865.0	865.0	
922.0	922.0	
735.0	735.0	
580.0	580.0	
737.0	737.0	
356.0	356.0	
14.0	14.0	
507.0	507.0	
40.0	40.0	
166.0	166.0	
390.0	390.0	
805.0	805.0	
536.0	536.0	
13.0	13.0	
787.0	787.0	
892.0	892.0	
975.0	975.0	
284.0	284.0	
401.0	401.0	
165.0	165.0	
702.0	702.0	
926.0	926.0	
57.0	61.0	4.0
65.0	61.0	4.0
845.0	845.0	
105.0	105.0	
56.0	56.0	
883.0	883.0	
343.0	343.0	
452.0	452.0	
756.0	756.0	
849.0	849.0	
85.0	85.0	
296.0	296.0	
932.0	925.0	7.0
918.0	925.0	7.0
943.0	943.0	
274.0	274.0	
887.0	887.0	
85.0	85.0	
653.0	653.0	
376.0	376.0	
350.0	350.0	
201.0	201.0	
498.0	498.0	
274.0	274.0	
131.0	131.0	
664.0	664.0	
625.0	625.0	
425.0	425.0	
994.0	994.0	
156.0	156.0	
692.0	692.0	
379.0	379.0	
554.0	554.0	
293.0	293.0	
627.0	627.0	
899.0	899.0	
34.0	34.0	
794.0	794.0	
471.0	471.0	
199.0	199.0	
97.0	97.0	
392.0	392.0	
754.0	754.0	
919.0	919.0	
549.0	549.0	
824.0	824.0	
620.0	620.0	
582.0	582.0	
149.0	149.0	
450.0	450.0	
122.0	122.0	
276.0	276.0	
544.0	544.0	
705.0	705.0	
652.0	652.0	
266.0	266.0	
999.0	999.0	
313.0	313.0	
308.0	308.0	
634.0	634.0	
139.0	134.5	4.5
130.0	134.5	4.5
223.0	223.0	
702.0	702.0	
221.0	221.0	
477.0	477.0	
406.0	406.0	
988.0	988.0	
497.0	497.0	
119.0	119.0	
512.0	512.0	
22.0	22.0	
58.0	58.0	
592.0	592.0	
112.0	112.0	
361.0	361.0	
356.0	356.0	
308.0	308.0	
449.0	449.0	
843.0	843.0	
306.0	306.0	
937.0	937.0	
576.0	576.0	
833.0	833.0	
852.0	852.0	
190.0	190.0	
987.0	987.0	
510.0	510.0	
513.0	513.0	
999.0	999.0	
815.0	815.0	
417.0	417.0	
66.0	66.0	
410.0	410.0	
501.0	501.0	
300.0	300.0	
551.0	551.0	
62.0	62.0	
50.0	50.0	
