Original	Reconstructed	Difference
172.0	172.0	
707.0	707.0	
571.0	571.0	
746.0	746.0	
404.0	404.0	
991.0	991.0	
182.0	182.0	
37.0	37.0	
303.0	303.0	
41.0	41.0	
118.0	118.0	
832.0	832.0	
905.0	905.0	
582.0	582.0	
996.0	996.0	
432.0	432.0	
598.0	598.0	
219.0	219.0	
504.0	504.0	
655.0	655.0	
893.0	893.0	
193.0	193.0	
890.0	890.0	
227.0	227.0	
758.0	758.0	
112.0	112.0	
109.0	109.0	
850.0	850.0	
660.0	660.0	
424.0	424.0	
421.0	421.0	
302.0	302.0	
52.0	52.0	
829.0	829.0	
583.0	583.0	
628.0	628.0	
608.0	608.0	
72.0	72.0	
405.0	405.0	
643.0	643.0	
7.0	7.0	
896.0	896.0	
786.0	786.0	
946.0	946.0	
394.0	394.0	
126.0	126.0	
456.0	456.0	
821.0	821.0	
220.0	220.0	
865.0	865.0	
800.0	800.0	
752.0	752.0	
684.0	684.0	
644.0	644.0	
394.0	394.0	
429.0	429.0	
277.0	277.0	
178.0	178.0	
596.0	596.0	
836.0	836.0	
593.0	593.0	
32.0	32.0	
145.0	145.0	
296.0	296.0	
878.0	878.0	
648.0	648.0	
553.0	553.0	
865.0	865.0	
844.0	844.0	
918.0	918.0	
241.0	241.0	
673.0	673.0	
996.0	996.0	
472.0	472.0	
833.0	833.0	
132.0	132.0	
71.0	71.0	
577.0	577.0	
546.0	546.0	
274.0	274.0	
759.0	759.0	
500.0	500.0	
217.0	217.0	
966.0	966.0	
559.0	559.0	
646.0	646.0	
934.0	934.0	
804.0	804.0	
670.0	670.0	
217.0	217.0	
556.0	556.0	
280.0	280.0	
210.0	218.0	8.0
226.0	218.0	8.0
323.0	323.0	
279.0	279.0	
503.0	503.0	
343.0	343.0	
77.0	77.0	
623.0	623.0	
133.0	133.0	
415.0	415.0	
243.0	243.0	
739.0	739.0	
996.0	996.0	
652.0	652.0	
519.0	519.0	
187.0	187.0	
450.0	450.0	
124.0	124.0	
899.0	899.0	
959.0	959.0	
394.0	394.0	
640.0	640.0	
603.0	603.0	
318.0	318.0	
388.0	388.0	
862.0	862.0	
390.0	390.0	
954.0	954.0	
328.0	328.0	
698.0	698.0	
428.0	428.0	
733.0	733.0	
27.0	27.0	
779.0	779.0	
664.0	664.0	
984.0	984.0	
815.0	815.0	
528.0	528.0	
757.0	757.0	
282.0	282.0	
851.0	851.0	
156.0	156.0	
182.0	182.0	
733.0	733.0	
717.0	717.0	
552.0	552.0	
740.0	740.0	
78.0	78.0	
944.0	944.0	
640.0	640.0	
500.0	500.0	
914.0	914.0	
141.0	141.0	
874.0	874.0	
18.0	18.0	
502.0	502.0	
903.0	903.0	
806.0	806.0	
569.0	569.0	
675.0	675.0	
207.0	207.0	
419.0	419.0	
885.0	885.0	
471.0	471.0	
348.0	348.0	
747.0	747.0	
665.0	665.0	
573.0	573.0	
958.0	958.0	
135.0	135.0	
583.0	583.0	
88.0	88.0	
632.0	632.0	
311.0	311.0	
720.0	720.0	
982.0	982.0	
331.0	331.0	
885.0	885.0	
58.0	58.0	
888.0	888.0	
127.0	127.0	
562.0	562.0	
169.0	169.0	
498.0	498.0	
921.0	921.0	
747.0	747.0	
812.0	812.0	
