Original	Reconstructed	Difference
902.0	902.0	
788.0	788.0	
844.0	844.0	
927.0	927.0	
134.0	134.0	
547.0	547.0	
478.0	478.0	
88.0	88.0	
953.0	953.0	
328.0	328.0	
104.0	104.0	
746.0	746.0	
484.0	484.0	
278.0	278.0	
90.0	90.0	
337.0	337.0	
452.0	452.0	
321.0	321.0	
145.0	145.0	
640.0	640.0	
365.0	365.0	
680.0	680.0	
911.0	911.0	
36.0	36.0	
640.0	640.0	
565.0	565.0	
372.0	372.0	
436.0	436.0	
974.0	974.0	
316.0	316.0	
975.0	975.0	
105.0	105.0	
466.0	466.0	
855.0	855.0	
609.0	609.0	
433.0	433.0	
705.0	705.0	
201.0	201.0	
814.0	814.0	
261.0	261.0	
776.0	776.0	
776.0	776.0	
800.0	800.0	
430.0	430.0	
28.0	28.0	
339.0	339.0	
824.0	824.0	
284.0	284.0	
707.0	707.0	
289.0	289.0	
309.0	309.0	
385.0	385.0	
716.0	716.0	
502.0	502.0	
294.0	294.0	
3.0	3.0	
58.0	58.0	
230.0	230.0	
713.0	713.0	
158.0	158.0	
254.0	254.0	
58.0	58.0	
317.0	317.0	
787.0	787.0	
469.0	469.0	
106.0	106.0	
302.0	302.0	
404.0	404.0	
613.0	613.0	
456.0	456.0	
899.0	899.0	
964.0	964.0	
485.0	485.0	
179.0	179.0	
807.0	807.0	
735.0	735.0	
526.0	526.0	
160.0	160.0	
97.0	97.0	
50.0	50.0	
586.0	586.0	
125.0	125.0	
986.0	986.0	
987.0	987.0	
22.0	22.0	
662.0	662.0	
910.0	910.0	
402.0	402.0	
721.0	721.0	
681.0	681.0	
504.0	504.0	
916.0	916.0	
801.0	801.0	
66.0	66.0	
610.0	610.0	
423.0	423.0	
736.0	736.0	
516.0	516.0	
846.0	846.0	
568.0	568.0	
751.0	751.0	
343.0	343.0	
477.0	477.0	
225.0	225.0	
96.0	96.0	
749.0	749.0	
173.0	173.0	
208.0	208.0	
126.0	126.0	
388.0	388.0	
781.0	781.0	
284.0	284.0	
629.0	629.0	
787.0	787.0	
50.0	50.0	
357.0	357.0	
166.0	166.0	
17.0	17.0	
173.0	173.0	
362.0	362.0	
568.0	568.0	
162.0	162.0	
917.0	917.0	
605.0	605.0	
87.0	87.0	
739.0	739.0	
512.0	512.0	
84.0	84.0	
186.0	186.0	
820.0	820.0	
587.0	587.0	
423.0	423.0	
854.0	854.0	
549.0	549.0	
614.0	614.0	
454.0	454.0	
712.0	712.0	
236.0	236.0	
801.0	801.0	
32.0	32.0	
264.0	264.0	
739.0	739.0	
672.0	672.0	
439.0	439.0	
432.0	432.0	
324.0	324.0	
693.0	693.0	
370.0	370.0	
434.0	434.0	
933.0	933.0	
96.0	96.0	
633.0	633.0	
814.0	814.0	
419.0	419.0	
334.0	334.0	
25.0	25.0	
584.0	584.0	
200.0	200.0	
81.0	81.0	
524.0	524.0	
868.0	868.0	
206.0	206.0	
685.0	685.0	
915.0	915.0	
251.0	251.0	
857.0	857.0	
378.0	378.0	
495.0	495.0	
377.0	377.0	
251.0	251.0	
253.0	253.0	
268.0	268.0	
120.0	120.0	
147.0	147.0	
461.0	461.0	
117.0	117.0	
355.0	355.0	
339.0	339.0	
882.0	882.0	
726.0	726.0	
852.0	852.0	
785.0	785.0	
30.0	30.0	
311.0	311.0	
185.0	185.0	
137.0	137.0	
42.0	42.0	
109.0	109.0	
213.0	213.0	
101.0	101.0	
155.0	155.0	
332.0	332.0	
464.0	464.0	
279.0	279.0	
88.0	88.0	
668.0	668.0	
194.0	194.0	
604.0	604.0	
537.0	537.0	
145.0	145.0	
793.0	793.0	
55.0	55.0	
856.0	856.0	
268.0	268.0	
327.0	327.0	
972.0	972.0	
139.0	139.0	
936.0	936.0	
412.0	412.0	
658.0	658.0	
189.0	189.0	
807.0	807.0	
540.0	540.0	
670.0	670.0	
604.0	604.0	
564.0	564.0	
124.0	124.0	
865.0	865.0	
724.0	724.0	
96.0	96.0	
208.0	208.0	
81.0	81.0	
706.0	706.0	
412.0	412.0	
127.0	127.0	
405.0	405.0	
488.0	488.0	
5.0	5.0	
164.0	164.0	
166.0	166.0	
217.0	217.0	
668.0	668.0	
96.0	96.0	
319.0	319.0	
354.0	354.0	
326.0	326.0	
540.0	540.0	
213.0	213.0	
867.0	867.0	
727.0	727.0	
453.0	453.0	
972.0	972.0	
227.0	227.0	
287.0	287.0	
588.0	588.0	
706.0	706.0	
106.0	106.0	
863.0	863.0	
294.0	294.0	
142.0	142.0	
727.0	727.0	
760.0	760.0	
30.0	30.0	
144.0	144.0	
760.0	760.0	
138.0	138.0	
329.0	329.0	
458.0	458.0	
482.0	482.0	
205.0	205.0	
677.0	677.0	
292.0	292.0	
85.0	85.0	
284.0	284.0	
967.0	967.0	
350.0	350.0	
80.0	80.0	
296.0	296.0	
676.0	676.0	
851.0	851.0	
294.0	294.0	
358.0	358.0	
472.0	472.0	
273.0	273.0	
812.0	812.0	
368.0	368.0	
388.0	388.0	
704.0	704.0	
757.0	757.0	
931.0	931.0	
155.0	155.0	
921.0	921.0	
891.0	891.0	
470.0	470.0	
699.0	699.0	
121.0	121.0	
514.0	514.0	
7.0	7.0	
786.0	786.0	
506.0	506.0	
613.0	613.0	
482.0	482.0	
848.0	848.0	
304.0	304.0	
51.0	51.0	
649.0	649.0	
56.0	56.0	
958.0	958.0	
217.0	217.0	
31.0	31.0	
422.0	422.0	
277.0	277.0	
915.0	915.0	
692.0	692.0	
368.0	368.0	
988.0	988.0	
10.0	10.0	
663.0	663.0	
932.0	932.0	
718.0	718.0	
336.0	336.0	
827.0	827.0	
18.0	18.0	
984.0	984.0	
681.0	681.0	
562.0	562.0	
862.0	862.0	
251.0	251.0	
741.0	741.0	
33.0	33.0	
932.0	932.0	
587.0	587.0	
151.0	151.0	
969.0	969.0	
700.0	700.0	
641.0	641.0	
455.0	455.0	
302.0	302.0	
589.0	589.0	
513.0	513.0	
443.0	443.0	
23.0	23.0	
508.0	508.0	
64.0	64.0	
847.0	847.0	
391.0	391.0	
735.0	735.0	
683.0	683.0	
691.0	691.0	
373.0	373.0	
518.0	518.0	
565.0	565.0	
144.0	144.0	
40.0	40.0	
309.0	309.0	
53.0	53.0	
63.0	63.0	
48.0	48.0	
854.0	854.0	
94.0	94.0	
525.0	525.0	
332.0	332.0	
377.0	377.0	
55.0	55.0	
961.0	961.0	
281.0	281.0	
285.0	285.0	
560.0	560.0	
387.0	387.0	
561.0	561.0	
921.0	921.0	
835.0	835.0	
285.0	285.0	
565.0	565.0	
398.0	398.0	
66.0	66.0	
963.0	963.0	
657.0	657.0	
551.0	551.0	
57.0	57.0	
100.0	100.0	
986.0	986.0	
724.0	724.0	
923.0	923.0	
440.0	440.0	
356.0	356.0	
413.0	413.0	
161.0	161.0	
258.0	258.0	
846.0	846.0	
962.0	962.0	
488.0	488.0	
342.0	342.0	
401.0	401.0	
987.0	987.0	
954.0	954.0	
530.0	530.0	
536.0	536.0	
396.0	396.0	
440.0	440.0	
222.0	222.0	
659.0	659.0	
89.0	89.0	
645.0	645.0	
501.0	501.0	
652.0	652.0	
836.0	836.0	
532.0	532.0	
477.0	477.0	
756.0	756.0	
306.0	306.0	
464.0	464.0	
671.0	671.0	
963.0	963.0	
774.0	774.0	
717.0	717.0	
416.0	416.0	
854.0	854.0	
318.0	318.0	
358.0	358.0	
522.0	522.0	
404.0	404.0	
723.0	723.0	
813.0	813.0	
939.0	939.0	
160.0	160.0	
119.0	119.0	
509.0	509.0	
765.0	765.0	
63.0	63.0	
578.0	578.0	
781.0	781.0	
296.0	296.0	
391.0	391.0	
573.0	573.0	
563.0	563.0	
842.0	842.0	
278.0	278.0	
960.0	960.0	
837.0	837.0	
84.0	84.0	
595.0	595.0	
388.0	388.0	
747.0	747.0	
234.0	234.0	
810.0	810.0	
900.0	900.0	
