Original	Reconstructed	Difference
990.0	990.0	
759.0	759.0	
510.0	510.0	
478.0	478.0	
186.0	186.0	
10.0	10.0	
251.0	251.0	
445.0	445.0	
150.0	150.0	
87.0	87.0	
404.0	404.0	
17.0	17.0	
365.0	365.0	
62.0	62.0	
496.0	496.0	
30.0	30.0	
246.0	246.0	
800.0	800.0	
440.0	440.0	
200.0	200.0	
768.0	768.0	
931.0	931.0	
117.0	117.0	
803.0	803.0	
53.0	53.0	
517.0	517.0	
303.0	303.0	
440.0	440.0	
838.0	838.0	
482.0	482.0	
749.0	749.0	
30.0	30.0	
693.0	693.0	
22.0	22.0	
38.0	38.0	
561.0	561.0	
126.0	126.0	
379.0	379.0	
498.0	498.0	
426.0	426.0	
713.0	713.0	
484.0	484.0	
845.0	845.0	
370.0	370.0	
928.0	928.0	
968.0	968.0	
777.0	777.0	
548.0	548.0	
206.0	206.0	
876.0	876.0	
227.0	227.0	
761.0	761.0	
441.0	441.0	
57.0	57.0	
846.0	846.0	
342.0	342.0	
163.0	163.0	
997.0	997.0	
664.0	664.0	
839.0	839.0	
817.0	817.0	
652.0	652.0	
78.0	78.0	
696.0	696.0	
534.0	534.0	
869.0	869.0	
635.0	635.0	
780.0	780.0	
304.0	304.0	
829.0	829.0	
475.0	475.0	
19.0	19.0	
752.0	752.0	
168.0	168.0	
979.0	979.0	
448.0	448.0	
341.0	341.0	
557.0	557.0	
408.0	408.0	
988.0	988.0	
93.0	93.0	
48.0	48.0	
374.0	374.0	
356.0	356.0	
949.0	949.0	
850.0	850.0	
739.0	739.0	
268.0	268.0	
599.0	599.0	
519.0	519.0	
606.0	606.0	
886.0	886.0	
242.0	242.0	
93.0	93.0	
278.0	278.0	
195.0	195.0	
955.0	955.0	
338.0	338.0	
639.0	639.0	
712.0	712.0	
700.0	700.0	
151.0	151.0	
611.0	611.0	
383.0	383.0	
974.0	974.0	
318.0	318.0	
66.0	66.0	
728.0	728.0	
592.0	592.0	
965.0	965.0	
816.0	816.0	
646.0	646.0	
445.0	445.0	
235.0	235.0	
244.0	244.0	
376.0	376.0	
819.0	819.0	
37.0	37.0	
757.0	757.0	
201.0	201.0	
302.0	302.0	
890.0	890.0	
57.0	57.0	
382.0	382.0	
856.0	856.0	
699.0	699.0	
903.0	903.0	
392.0	392.0	
314.0	314.0	
511.0	511.0	
478.0	478.0	
571.0	571.0	
964.0	967.0	TRUE
970.0	967.0	TRUE
162.0	162.0	
332.0	332.0	
578.0	578.0	
296.0	296.0	
22.0	22.0	
3.0	3.0	
246.0	246.0	
872.0	872.0	
202.0	202.0	
531.0	531.0	
504.0	504.0	
488.0	488.0	
920.0	920.0	
418.0	418.0	
634.0	634.0	
88.0	88.0	
806.0	806.0	
386.0	386.0	
572.0	572.0	
22.0	22.0	
905.0	905.0	
987.0	987.0	
963.0	963.0	
995.0	995.0	
174.0	174.0	
150.0	150.0	
333.0	333.0	
309.0	309.0	
503.0	503.0	
331.0	331.0	
997.0	997.0	
808.0	808.0	
722.0	722.0	
567.0	567.0	
146.0	146.0	
510.0	510.0	
617.0	617.0	
387.0	387.0	
392.0	392.0	
911.0	911.0	
306.0	306.0	
723.0	723.0	
140.0	140.0	
803.0	803.0	
935.0	935.0	
337.0	337.0	
508.0	508.0	
888.0	888.0	
330.0	330.0	
698.0	698.0	
386.0	386.0	
475.0	475.0	
290.0	284.0	TRUE
278.0	284.0	TRUE
583.0	583.0	
228.0	228.0	
523.0	523.0	
763.0	763.0	
503.0	503.0	
456.0	456.0	
264.0	264.0	
151.0	151.0	
925.0	925.0	
607.0	607.0	
688.0	688.0	
580.0	580.0	
168.0	168.0	
777.0	777.0	
375.0	371.5	TRUE
368.0	371.5	TRUE
936.0	936.0	
305.0	305.0	
542.0	542.0	
785.0	785.0	
335.0	335.0	
184.0	184.0	
678.0	682.5	TRUE
687.0	682.5	TRUE
998.0	998.0	
368.0	368.0	
886.0	886.0	
984.0	984.0	
843.0	843.0	
680.0	680.0	
510.0	510.0	
40.0	40.0	
195.0	195.0	
338.0	338.0	
319.0	319.0	
168.0	168.0	
204.0	204.0	
444.0	444.0	
427.0	427.0	
52.0	52.0	
152.0	152.0	
614.0	614.0	
567.0	567.0	
455.0	455.0	
597.0	597.0	
627.0	627.0	
417.0	417.0	
529.0	529.0	
153.0	153.0	
455.0	455.0	
670.0	672.0	TRUE
674.0	672.0	TRUE
851.0	851.0	
289.0	289.0	
974.0	974.0	
353.0	353.0	
581.0	581.0	
426.0	426.0	
979.0	979.0	
897.0	897.0	
995.0	995.0	
968.0	968.0	
919.0	919.0	
423.0	423.0	
670.0	670.0	
630.0	630.0	
618.0	618.0	
852.0	852.0	
664.0	662.0	TRUE
660.0	662.0	TRUE
680.0	680.0	
712.0	712.0	
303.0	303.0	
537.0	537.0	
621.0	621.0	
699.0	699.0	
401.0	401.0	
695.0	695.0	
730.0	730.0	
368.0	368.0	
297.0	297.0	
400.0	400.0	
805.0	805.0	
611.0	611.0	
982.0	982.0	
752.0	752.0	
262.0	262.0	
348.0	348.0	
263.0	263.0	
180.0	180.0	
629.0	629.0	
891.0	891.0	
933.0	933.0	
547.0	547.0	
283.0	283.0	
900.0	900.0	
417.0	417.0	
843.0	843.0	
956.0	956.0	
113.0	113.0	
661.0	661.0	
883.0	883.0	
629.0	629.0	
877.0	877.0	
136.0	136.0	
196.0	196.0	
171.0	171.0	
520.0	520.0	
956.0	956.0	
321.0	321.0	
568.0	568.0	
395.0	395.0	
145.0	145.0	
299.0	299.0	
636.0	636.0	
419.0	419.0	
265.0	265.0	
813.0	813.0	
954.0	954.0	
583.0	583.0	
244.0	244.0	
56.0	56.0	
159.0	159.0	
245.0	245.0	
589.0	589.0	
209.0	209.0	
85.0	85.0	
543.0	543.0	
522.0	522.0	
206.0	206.0	
755.0	755.0	
973.0	973.0	
926.0	926.0	
466.0	466.0	
97.0	97.0	
509.0	509.0	
848.0	848.0	
659.0	659.0	
22.0	22.0	
977.0	977.0	
907.0	907.0	
735.0	735.0	
849.0	849.0	
521.0	521.0	
877.0	877.0	
27.0	27.0	
661.0	661.0	
36.0	36.0	
820.0	820.0	
334.0	334.0	
950.0	950.0	
420.0	420.0	
599.0	599.0	
213.0	213.0	
344.0	344.0	
970.0	970.0	
253.0	253.0	
81.0	81.0	
510.0	510.0	
802.0	802.0	
166.0	161.0	TRUE
156.0	161.0	TRUE
109.0	109.0	
41.0	41.0	
470.0	470.0	
413.0	413.0	
920.0	920.0	
336.0	336.0	
985.0	985.0	
768.0	768.0	
678.0	678.0	
808.0	808.0	
269.0	269.0	
183.0	183.0	
703.0	703.0	
756.0	756.0	
253.0	253.0	
150.0	150.0	
448.0	448.0	
855.0	855.0	
400.0	400.0	
105.0	105.0	
524.0	524.0	
838.0	838.0	
847.0	847.0	
552.0	552.0	
23.0	28.5	TRUE
34.0	28.5	TRUE
959.0	959.0	
789.0	789.0	
486.0	486.0	
668.0	668.0	
557.0	557.0	
430.0	430.0	
8.0	8.0	
691.0	691.0	
332.0	332.0	
499.0	499.0	
919.0	921.0	TRUE
923.0	921.0	TRUE
63.0	63.0	
774.0	774.0	
175.0	175.0	
454.0	454.0	
729.0	729.0	
187.0	187.0	
528.0	528.0	
899.0	899.0	
7.0	7.0	
638.0	638.0	
562.0	562.0	
432.0	432.0	
620.0	620.0	
387.0	387.0	
857.0	863.5	TRUE
870.0	863.5	TRUE
984.0	984.0	
292.0	292.0	
262.0	262.0	
594.0	594.0	
663.0	663.0	
403.0	403.0	
478.0	478.0	
585.0	585.0	
481.0	481.0	
532.0	532.0	
786.0	786.0	
183.0	183.0	
914.0	914.0	
671.0	671.0	
436.0	436.0	
464.0	464.0	
344.0	344.0	
962.0	962.0	
618.0	618.0	
719.0	719.0	
307.0	307.0	
347.0	347.0	
414.0	414.0	
437.0	437.0	
951.0	951.0	
197.0	197.0	
35.0	35.0	
736.0	736.0	
494.0	494.0	
780.0	780.0	
688.0	688.0	
342.0	342.0	
484.0	484.0	
283.0	283.0	
591.0	591.0	
841.0	841.0	
904.0	904.0	
714.0	714.0	
883.0	883.0	
535.0	535.0	
765.0	765.0	
799.0	799.0	
847.0	847.0	
923.0	923.0	
65.0	65.0	
438.0	438.0	
549.0	549.0	
727.0	727.0	
