Original	Reconstructed	Difference
352.0	352.0	
485.0	485.0	
967.0	967.0	
474.0	474.0	
689.0	689.0	
223.0	223.0	
495.0	495.0	
10.0	10.0	
453.0	453.0	
933.0	933.0	
659.0	659.0	
128.0	128.0	
490.0	490.0	
368.0	368.0	
299.0	299.0	
35.0	35.0	
454.0	454.0	
334.0	334.0	
564.0	564.0	
290.0	290.0	
373.0	373.0	
87.0	87.0	
989.0	989.0	
515.0	515.0	
795.0	795.0	
162.0	162.0	
741.0	741.0	
924.0	924.0	
303.0	303.0	
526.0	526.0	
343.0	343.0	
252.0	252.0	
733.0	733.0	
723.0	723.0	
521.0	521.0	
157.0	157.0	
262.0	262.0	
76.0	76.0	
330.0	330.0	
122.0	122.0	
956.0	956.0	
529.0	529.0	
540.0	540.0	
828.0	828.0	
796.0	796.0	
230.0	230.0	
265.0	265.0	
147.0	147.0	
590.0	590.0	
107.0	107.0	
528.0	528.0	
200.0	200.0	
580.0	580.0	
844.0	844.0	
955.0	955.0	
842.0	842.0	
871.0	871.0	
954.0	954.0	
335.0	335.0	
619.0	619.0	
523.0	523.0	
967.0	967.0	
504.0	504.0	
804.0	804.0	
512.0	512.0	
695.0	695.0	
649.0	649.0	
615.0	615.0	
121.0	121.0	
919.0	919.0	
255.0	255.0	
470.0	470.0	
454.0	454.0	
366.0	366.0	
413.0	413.0	
0.0	0.0	
201.0	201.0	
4.0	4.0	
373.0	373.0	
388.0	388.0	
128.0	128.0	
556.0	556.0	
660.0	660.0	
904.0	904.0	
370.0	370.0	
221.0	221.0	
424.0	424.0	
27.0	27.0	
385.0	385.0	
184.0	184.0	
422.0	422.0	
108.0	108.0	
388.0	388.0	
668.0	668.0	
555.0	555.0	
620.0	620.0	
650.0	650.0	
893.0	893.0	
244.0	244.0	
208.0	208.0	
1.0	1.0	
544.0	544.0	
539.0	539.0	
240.0	240.0	
844.0	844.0	
690.0	690.0	
955.0	955.0	
873.0	873.0	
203.0	203.0	
718.0	718.0	
504.0	504.0	
484.0	484.0	
123.0	123.0	
78.0	78.0	
453.0	453.0	
668.0	668.0	
586.0	586.0	
174.0	174.0	
702.0	702.0	
186.0	186.0	
475.0	475.0	
121.0	121.0	
472.0	472.0	
425.0	425.0	
149.0	149.0	
623.0	623.0	
461.0	461.0	
478.0	478.0	
560.0	560.0	
310.0	310.0	
984.0	984.0	
619.0	619.0	
709.0	709.0	
861.0	861.0	
320.0	320.0	
364.0	364.0	
959.0	959.0	
6.0	6.0	
46.0	46.0	
987.0	987.0	
556.0	556.0	
568.0	568.0	
70.0	70.0	
405.0	405.0	
980.0	980.0	
964.0	964.0	
917.0	917.0	
656.0	656.0	
57.0	57.0	
888.0	888.0	
529.0	529.0	
417.0	417.0	
754.0	754.0	
351.0	351.0	
857.0	857.0	
211.0	211.0	
153.0	153.0	
794.0	794.0	
233.0	233.0	
408.0	408.0	
451.0	451.0	
432.0	432.0	
780.0	780.0	
331.0	331.0	
957.0	957.0	
435.0	435.0	
630.0	630.0	
619.0	619.0	
824.0	824.0	
601.0	601.0	
496.0	496.0	
447.0	447.0	
495.0	495.0	
624.0	624.0	
397.0	397.0	
971.0	971.0	
45.0	45.0	
332.0	332.0	
162.0	162.0	
398.0	398.0	
957.0	957.0	
319.0	319.0	
363.0	362.0	1.0
361.0	362.0	1.0
378.0	378.0	
830.0	830.0	
343.0	343.0	
325.0	325.0	
160.0	160.0	
459.0	459.0	
312.0	312.0	
692.0	692.0	
383.0	383.0	
705.0	705.0	
351.0	351.0	
7.0	7.0	
758.0	758.0	
68.0	68.0	
465.0	465.0	
846.0	846.0	
255.0	255.0	
923.0	923.0	
245.0	245.0	
194.0	194.0	
474.0	474.0	
326.0	326.0	
321.0	321.0	
115.0	115.0	
529.0	529.0	
355.0	355.0	
401.0	401.0	
494.0	494.0	
292.0	292.0	
551.0	551.0	
169.0	169.0	
271.0	271.0	
654.0	654.0	
158.0	158.0	
432.0	432.0	
486.0	486.0	
974.0	974.0	
114.0	114.0	
424.0	424.0	
273.0	273.0	
68.0	68.0	
195.0	195.0	
68.0	68.0	
440.0	440.0	
882.0	882.0	
435.0	435.0	
816.0	816.0	
584.0	584.0	
547.0	547.0	
870.0	870.0	
908.0	908.0	
471.0	471.0	
875.0	875.0	
82.0	82.0	
25.0	25.0	
284.0	284.0	
