Original	Reconstructed	Difference
187.0	187.0	
533.0	533.0	
761.0	761.0	
277.0	277.0	
335.0	335.0	
299.0	299.0	
779.0	779.0	
557.0	557.0	
849.0	849.0	
644.0	644.0	
815.0	815.0	
68.0	68.0	
738.0	738.0	
773.0	773.0	
31.0	31.0	
770.0	770.0	
646.0	646.0	
750.0	750.0	
234.0	234.0	
280.0	280.0	
194.0	194.0	
883.0	883.0	
481.0	481.0	
273.0	273.0	
197.0	195.0	TRUE
193.0	195.0	TRUE
449.0	449.0	
120.0	120.0	
875.0	875.0	
366.0	366.0	
172.0	172.0	
1000.0	1000.0	
649.0	649.0	
551.0	551.0	
693.0	693.0	
294.0	294.0	
288.0	288.0	
131.0	131.0	
278.0	278.0	
460.0	460.0	
772.0	772.0	
544.0	544.0	
391.0	391.0	
205.0	205.0	
701.0	701.0	
433.0	433.0	
182.0	182.0	
154.0	154.0	
787.0	787.0	
722.0	722.0	
272.0	272.0	
722.0	722.0	
135.0	133.0	TRUE
131.0	133.0	TRUE
13.0	13.0	
959.0	959.0	
451.0	451.0	
143.0	143.0	
648.0	648.0	
224.0	224.0	
702.0	702.0	
898.0	898.0	
792.0	792.0	
145.0	145.0	
980.0	980.0	
667.0	667.0	
907.0	907.0	
403.0	403.0	
447.0	447.0	
411.0	411.0	
291.0	291.0	
182.0	182.0	
813.0	813.0	
868.0	868.0	
843.0	843.0	
109.0	109.0	
358.0	358.0	
321.0	321.0	
166.0	166.0	
295.0	295.0	
387.0	387.0	
785.0	785.0	
524.0	524.0	
15.0	15.0	
766.0	766.0	
57.0	57.0	
154.0	154.0	
481.0	481.0	
195.0	195.0	
978.0	978.0	
152.0	152.0	
612.0	612.0	
701.0	701.0	
441.0	441.0	
199.0	199.0	
314.0	314.0	
210.0	210.0	
508.0	508.0	
802.0	802.0	
69.0	69.0	
331.0	331.0	
428.0	428.0	
600.0	600.0	
308.0	308.0	
384.0	384.0	
662.0	662.0	
979.0	979.0	
232.0	232.0	
683.0	683.0	
735.0	735.0	
820.0	820.0	
596.0	596.0	
941.0	941.0	
701.0	701.0	
440.0	440.0	
879.0	879.0	
161.0	161.0	
411.0	411.0	
960.0	960.0	
461.0	461.0	
