Original	Reconstructed	Difference
134.0	134.0	
68.0	68.0	
525.0	525.0	
130.0	130.0	
220.0	220.0	
192.0	192.0	
192.0	192.0	
15.0	15.0	
844.0	844.0	
453.0	453.0	
52.0	52.0	
268.0	268.0	
47.0	47.0	
826.0	826.0	
129.0	129.0	
731.0	731.0	
877.0	877.0	
305.0	305.0	
732.0	732.0	
698.0	698.0	
88.0	88.0	
260.0	260.0	
524.0	524.0	
70.0	70.0	
114.0	114.0	
793.0	793.0	
745.0	745.0	
816.0	816.0	
312.0	312.0	
593.0	593.0	
78.0	78.0	
586.0	586.0	
36.0	36.0	
706.0	706.0	
194.0	194.0	
261.0	261.0	
571.0	571.0	
822.0	822.0	
245.0	245.0	
908.0	908.0	
322.0	322.0	
590.0	590.0	
18.0	18.0	
485.0	485.0	
937.0	937.0	
917.0	917.0	
532.0	532.0	
990.0	990.0	
977.0	977.0	
951.0	951.0	
47.0	47.0	
867.0	867.0	
434.0	434.0	
672.0	672.0	
491.0	491.0	
164.0	164.0	
524.0	524.0	
131.0	131.0	
863.0	863.0	
372.0	372.0	
771.0	771.0	
615.0	615.0	
283.0	283.0	
700.0	700.0	
860.0	860.0	
798.0	798.0	
375.0	375.0	
257.0	257.0	
184.0	184.0	
681.0	681.0	
101.0	101.0	
630.0	630.0	
876.0	876.0	
413.0	413.0	
138.0	138.0	
81.0	81.0	
975.0	975.0	
344.0	344.0	
161.0	161.0	
187.0	187.0	
579.0	579.0	
109.0	109.0	
194.0	194.0	
316.0	316.0	
119.0	119.0	
403.0	403.0	
172.0	172.0	
147.0	147.0	
145.0	145.0	
810.0	810.0	
164.0	164.0	
671.0	671.0	
432.0	432.0	
495.0	495.0	
798.0	798.0	
225.0	225.0	
447.0	447.0	
426.0	426.0	
47.0	47.0	
540.0	540.0	
66.0	66.0	
233.0	233.0	
117.0	117.0	
281.0	281.0	
206.0	206.0	
227.0	227.0	
391.0	391.0	
185.0	185.0	
116.0	116.0	
439.0	439.0	
703.0	703.0	
944.0	944.0	
975.0	975.0	
64.0	64.0	
229.0	229.0	
414.0	414.0	
904.0	904.0	
679.0	679.0	
659.0	659.0	
687.0	687.0	
277.0	277.0	
476.0	476.0	
611.0	611.0	
246.0	246.0	
156.0	156.0	
903.0	903.0	
674.0	674.0	
419.0	419.0	
992.0	992.0	
246.0	246.0	
890.0	890.0	
350.0	350.0	
989.0	989.0	
333.0	333.0	
15.0	15.0	
133.0	133.0	
653.0	653.0	
974.0	974.0	
551.0	551.0	
709.0	709.0	
865.0	865.0	
717.0	717.0	
67.0	67.0	
798.0	798.0	
389.0	389.0	
169.0	169.0	
723.0	723.0	
485.0	485.0	
714.0	714.0	
442.0	442.0	
954.0	954.0	
169.0	169.0	
213.0	213.0	
685.0	685.0	
554.0	554.0	
605.0	605.0	
167.0	167.0	
287.0	287.0	
381.0	381.0	
58.0	58.0	
99.0	99.0	
671.0	671.0	
998.0	998.0	
530.0	530.0	
67.0	75.5	TRUE
84.0	75.5	TRUE
994.0	994.0	
393.0	393.0	
196.0	196.0	
644.0	644.0	
335.0	335.0	
181.0	181.0	
202.0	202.0	
929.0	929.0	
899.0	899.0	
570.0	570.0	
842.0	842.0	
297.0	297.0	
526.0	526.0	
118.0	118.0	
1.0	1.0	
345.0	345.0	
896.0	896.0	
446.0	446.0	
928.0	928.0	
988.0	988.0	
658.0	658.0	
234.0	234.0	
116.0	116.0	
146.0	146.0	
517.0	517.0	
429.0	429.0	
541.0	541.0	
340.0	340.0	
274.0	274.0	
43.0	43.0	
730.0	730.0	
688.0	688.0	
804.0	804.0	
893.0	893.0	
665.0	665.0	
810.0	810.0	
232.0	232.0	
482.0	482.0	
273.0	273.0	
29.0	29.0	
499.0	499.0	
642.0	642.0	
734.0	738.5	TRUE
743.0	738.5	TRUE
541.0	541.0	
640.0	640.0	
183.0	183.0	
42.0	42.0	
289.0	289.0	
514.0	514.0	
923.0	923.0	
801.0	801.0	
362.0	362.0	
863.0	863.0	
525.0	525.0	
40.0	40.0	
739.0	739.0	
424.0	424.0	
549.0	549.0	
699.0	699.0	
531.0	531.0	
319.0	319.0	
332.0	332.0	
683.0	683.0	
795.0	795.0	
234.0	234.0	
830.0	830.0	
217.0	217.0	
797.0	797.0	
567.0	567.0	
231.0	231.0	
58.0	58.0	
125.0	125.0	
665.0	665.0	
197.0	197.0	
429.0	429.0	
809.0	809.0	
3.0	3.0	
453.0	453.0	
590.0	590.0	
730.0	730.0	
392.0	392.0	
214.0	214.0	
