Original	Reconstructed	Difference
428.0	428.0	
836.0	836.0	
180.0	180.0	
379.0	379.0	
136.0	136.0	
407.0	407.0	
95.0	95.0	
50.0	50.0	
128.0	128.0	
373.0	373.0	
258.0	258.0	
962.0	962.0	
14.0	14.0	
472.0	472.0	
753.0	753.0	
407.0	407.0	
102.0	102.0	
394.0	394.0	
183.0	183.0	
480.0	480.0	
305.0	304.0	TRUE
303.0	304.0	TRUE
853.0	853.0	
389.0	389.0	
877.0	877.0	
976.0	976.0	
486.0	486.0	
449.0	449.0	
566.0	566.0	
853.0	853.0	
956.0	956.0	
552.0	552.0	
734.0	734.0	
57.0	57.0	
122.0	122.0	
463.0	463.0	
943.0	943.0	
398.0	398.0	
298.0	298.0	
765.0	765.0	
782.0	782.0	
465.0	465.0	
250.0	250.0	
145.0	145.0	
506.0	506.0	
21.0	21.0	
251.0	252.0	TRUE
253.0	252.0	TRUE
251.0	251.0	
811.0	811.0	
184.0	184.0	
689.0	689.0	
508.0	508.0	
166.0	166.0	
640.0	640.0	
912.0	912.0	
116.0	116.0	
583.0	583.0	
730.0	730.0	
139.0	139.0	
313.0	313.0	
985.0	985.0	
752.0	752.0	
480.0	480.0	
141.0	141.0	
209.0	209.0	
695.0	695.0	
771.0	771.0	
877.0	877.0	
210.0	210.0	
664.0	664.0	
757.0	757.0	
587.0	587.0	
875.0	875.0	
234.0	234.0	
365.0	365.0	
167.0	167.0	
530.0	530.0	
345.0	345.0	
234.0	234.0	
619.0	619.0	
946.0	946.0	
903.0	903.0	
106.0	106.0	
877.0	877.0	
745.0	745.0	
974.0	974.0	
278.0	278.0	
527.0	527.0	
492.0	492.0	
509.0	509.0	
614.0	614.0	
340.0	340.0	
615.0	615.0	
816.0	816.0	
838.0	838.0	
377.0	377.0	
814.0	814.0	
132.0	132.0	
452.0	452.0	
912.0	912.0	
518.0	518.0	
514.0	514.0	
474.0	474.0	
862.0	862.0	
537.0	537.0	
707.0	707.0	
155.0	155.0	
890.0	890.0	
561.0	561.0	
700.0	700.0	
