Original	Reconstructed	Difference
734.0	734.0	
48.0	48.0	
89.0	89.0	
595.0	595.0	
59.0	59.0	
138.0	138.0	
558.0	558.0	
881.0	881.0	
826.0	826.0	
707.0	707.0	
123.0	123.0	
920.0	920.0	
371.0	371.0	
945.0	945.0	
403.0	403.0	
456.0	456.0	
221.0	221.0	
478.0	478.0	
869.0	869.0	
506.0	506.0	
928.0	928.0	
261.0	261.0	
830.0	830.0	
976.0	976.0	
123.0	123.0	
792.0	792.0	
554.0	554.0	
787.0	787.0	
984.0	984.0	
115.0	115.0	
450.0	450.0	
936.0	936.0	
363.0	363.0	
497.0	497.0	
975.0	975.0	
381.0	381.0	
572.0	572.0	
814.0	814.0	
913.0	913.0	
682.0	682.0	
67.0	67.0	
824.0	824.0	
774.0	774.0	
434.0	434.0	
305.0	305.0	
940.0	940.0	
430.0	430.0	
287.0	287.0	
394.0	394.0	
515.0	515.0	
262.0	262.0	
582.0	582.0	
736.0	736.0	
555.0	555.0	
515.0	515.0	
396.0	396.0	
495.0	495.0	
209.0	209.0	
964.0	964.0	
446.0	446.0	
107.0	107.0	
4.0	4.0	
706.0	706.0	
420.0	420.0	
118.0	118.0	
851.0	851.0	
928.0	928.0	
794.0	794.0	
329.0	329.0	
684.0	684.0	
100.0	100.0	
866.0	866.0	
209.0	209.0	
338.0	338.0	
946.0	946.0	
5.0	5.0	
771.0	771.0	
192.0	192.0	
965.0	965.0	
20.0	20.0	
710.0	710.0	
58.0	58.0	
112.0	112.0	
275.0	275.0	
475.0	475.0	
958.0	958.0	
317.0	317.0	
613.0	613.0	
417.0	417.0	
250.0	250.0	
308.0	308.0	
523.0	523.0	
420.0	420.0	
466.0	466.0	
174.0	174.0	
76.0	76.0	
178.0	176.0	2.0
174.0	176.0	2.0
621.0	621.0	
864.0	864.0	
50.0	50.0	
327.0	327.0	
930.0	944.5	14.5
959.0	944.5	14.5
274.0	274.0	
240.0	240.0	
386.0	386.0	
868.0	868.0	
993.0	993.0	
394.0	394.0	
925.0	925.0	
652.0	652.0	
638.0	638.0	
54.0	54.0	
561.0	561.0	
672.0	672.0	
607.0	607.0	
922.0	922.0	
381.0	372.0	9.0
363.0	372.0	9.0
119.0	119.0	
265.0	265.0	
200.0	200.0	
727.0	727.0	
359.0	359.0	
632.0	632.0	
137.0	137.0	
476.0	476.0	
199.0	199.0	
317.0	317.0	
230.0	230.0	
828.0	828.0	
124.0	124.0	
884.0	884.0	
793.0	793.0	
828.0	828.0	
147.0	141.0	6.0
135.0	141.0	6.0
793.0	793.0	
844.0	844.0	
897.0	897.0	
246.0	246.0	
231.0	231.0	
927.0	927.0	
773.0	773.0	
378.0	378.0	
417.0	417.0	
721.0	721.0	
201.0	201.0	
834.0	834.0	
255.0	255.0	
0.0	0.0	
652.0	652.0	
168.0	168.0	
834.0	834.0	
958.0	958.0	
124.0	124.0	
581.0	581.0	
572.0	572.0	
741.0	741.0	
445.0	445.0	
356.0	356.0	
367.0	367.0	
900.0	900.0	
43.0	43.0	
400.0	400.0	
698.0	698.0	
104.0	104.0	
531.0	531.0	
448.0	448.0	
232.0	232.0	
475.0	475.0	
428.0	428.0	
860.0	860.0	
335.0	335.0	
635.0	635.0	
873.0	873.0	
794.0	794.0	
591.0	591.0	
480.0	480.0	
826.0	826.0	
292.0	292.0	
873.0	873.0	
577.0	577.0	
700.0	700.0	
114.0	114.0	
705.0	705.0	
215.0	215.0	
56.0	56.0	
203.0	203.0	
840.0	840.0	
591.0	591.0	
682.0	682.0	
884.0	884.0	
839.0	839.0	
307.0	307.0	
702.0	702.0	
469.0	469.0	
919.0	919.0	
377.0	377.0	
543.0	543.0	
506.0	506.0	
194.0	194.0	
833.0	833.0	
631.0	631.0	
129.0	129.0	
374.0	374.0	
627.0	627.0	
986.0	986.0	
78.0	78.0	
760.0	760.0	
526.0	526.0	
785.0	785.0	
869.0	869.0	
534.0	534.0	
153.0	153.0	
195.0	195.0	
326.0	326.0	
77.0	77.0	
736.0	736.0	
932.0	932.0	
744.0	744.0	
47.0	47.0	
933.0	933.0	
934.0	934.0	
971.0	971.0	
281.0	281.0	
506.0	506.0	
259.0	259.0	
308.0	308.0	
155.0	155.0	
609.0	609.0	
959.0	959.0	
873.0	873.0	
917.0	922.0	5.0
927.0	922.0	5.0
522.0	522.0	
383.0	383.0	
35.0	35.0	
802.0	802.0	
490.0	490.0	
788.0	788.0	
989.0	989.0	
330.0	330.0	
482.0	482.0	
382.0	382.0	
539.0	539.0	
286.0	286.0	
287.0	287.0	
334.0	334.0	
70.0	70.0	
191.0	191.0	
659.0	664.0	5.0
669.0	664.0	5.0
961.0	961.0	
172.0	172.0	
971.0	971.0	
850.0	850.0	
289.0	289.0	
66.0	66.0	
133.0	133.0	
445.0	445.0	
789.0	789.0	
26.0	26.0	
847.0	847.0	
710.0	710.0	
702.0	702.0	
424.0	424.0	
202.0	202.0	
650.0	650.0	
473.0	473.0	
587.0	587.0	
890.0	890.0	
826.0	826.0	
218.0	218.0	
996.0	996.0	
314.0	314.0	
839.0	839.0	
113.0	113.0	
80.0	80.0	
899.0	899.0	
611.0	611.0	
746.0	746.0	
201.0	201.0	
