Original	Reconstructed	Difference
272.0	272.0	
360.0	360.0	
597.0	597.0	
452.0	452.0	
238.0	238.0	
77.0	77.0	
768.0	768.0	
92.0	92.0	
239.0	239.0	
12.0	12.0	
397.0	397.0	
324.0	324.0	
415.0	415.0	
158.0	158.0	
89.0	89.0	
251.0	251.0	
230.0	230.0	
154.0	154.0	
647.0	647.0	
831.0	831.0	
175.0	190.0	TRUE
205.0	190.0	TRUE
21.0	21.0	
230.0	230.0	
58.0	58.0	
256.0	256.0	
98.0	98.0	
890.0	890.0	
746.0	746.0	
546.0	546.0	
163.0	163.0	
680.0	680.0	
245.0	245.0	
853.0	853.0	
297.0	297.0	
656.0	656.0	
8.0	4.0	TRUE
0.0	4.0	TRUE
938.0	938.0	
382.0	382.0	
684.0	684.0	
1000.0	1000.0	
918.0	931.0	TRUE
944.0	931.0	TRUE
261.0	261.0	
556.0	556.0	
89.0	89.0	
234.0	234.0	
48.0	48.0	
880.0	880.0	
620.0	620.0	
203.0	203.0	
893.0	893.0	
486.0	486.0	
716.0	716.0	
181.0	181.0	
549.0	549.0	
814.0	814.0	
570.0	570.0	
626.0	626.0	
953.0	953.0	
407.0	407.0	
450.0	450.0	
171.0	171.0	
430.0	430.0	
813.0	813.0	
831.0	831.0	
669.0	669.0	
514.0	514.0	
420.0	420.0	
26.0	26.0	
553.0	553.0	
106.0	106.0	
428.0	428.0	
226.0	226.0	
557.0	557.0	
512.0	512.0	
306.0	306.0	
152.0	152.0	
32.0	32.0	
921.0	921.0	
54.0	54.0	
682.0	682.0	
433.0	433.0	
44.0	44.0	
381.0	381.0	
591.0	591.0	
941.0	941.0	
266.0	266.0	
507.0	507.0	
2.0	2.0	
785.0	785.0	
893.0	893.0	
333.0	333.0	
361.0	361.0	
943.0	943.0	
103.0	103.0	
593.0	593.0	
58.0	58.0	
676.0	676.0	
285.0	285.0	
777.0	777.0	
978.0	978.0	
486.0	486.0	
317.0	317.0	
933.0	933.0	
23.0	23.0	
600.0	600.0	
848.0	848.0	
138.0	138.0	
767.0	767.0	
157.0	157.0	
226.0	226.0	
34.0	34.0	
364.0	378.5	TRUE
393.0	378.5	TRUE
650.0	650.0	
850.0	850.0	
223.0	223.0	
955.0	955.0	
180.0	180.0	
629.0	629.0	
981.0	981.0	
149.0	149.0	
73.0	73.0	
768.0	768.0	
874.0	874.0	
376.0	376.0	
935.0	935.0	
431.0	431.0	
201.0	201.0	
964.0	964.0	
815.0	825.5	TRUE
836.0	825.5	TRUE
472.0	472.0	
985.0	985.0	
